City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
694,Yining,CN,29.0361,114.5636,83.25,56,64,7.85,broken clouds
695,Aquidauana,BR,-20.4711,-55.7872,68.14,79,46,6.4,scattered clouds
696,Goundam,ML,16.4145,-3.6708,89.73,46,22,15.05,few clouds
697,Qeshm,IR,26.9581,56.2719,96.69,62,0,8.46,clear sky
698,Marsabit,KE,2.3284,37.9899,76.05,37,72,19.37,broken clouds
699,Liptovsky Hradok,SK,49.0396,19.7234,64.98,85,100,3.74,light rain
700,Dmitriyevka,RU,54.75,55.3333,62.15,41,100,9.4,overcast clouds
701,Baillif,GP,16.0202,-61.7463,74.7,73,70,9.71,broken clouds
702,Los Llanos De Aridane,ES,28.6585,-17.9182,73.15,86,75,4.61,broken clouds
703,Kamenka,RU,51.3223,42.7678,63.64,69,64,9.35,broken clouds
704,Kentau,KZ,43.5206,68.5094,77.04,20,0,23.89,clear sky
705,Senador Pompeu,BR,-5.5881,-39.3717,72.48,88,8,2.66,clear sky
706,Namibe,AO,-15.1961,12.1522,71.91,74,59,5.19,broken clouds
707,Portobelo,PA,9.55,-79.65,75.96,83,100,2.04,overcast clouds
708,Bajil,YE,15.0584,43.2851,96.96,43,70,7.94,broken clouds
709,Lahij,YE,13.1667,44.5833,93.09,42,93,6.22,overcast clouds
710,Clarksville,US,36.5298,-87.3595,60.33,95,100,0.0,fog
711,Coxim,BR,-18.5067,-54.76,78.17,64,7,9.71,clear sky
712,Port-De-Bouc,FR,43.4,4.9833,80.62,62,100,17.27,light rain
713,Awbari,LY,26.5921,12.7805,92.64,20,0,10.94,clear sky
714,Fez,MA,34.0372,-4.9998,71.85,73,75,4.61,broken clouds
715,Asosa,ET,10.0667,34.5333,69.6,72,99,3.02,overcast clouds
716,Teguldet,RU,57.3064,88.1667,51.57,54,100,2.26,overcast clouds
717,Ormara,PK,25.2088,64.6357,82.76,79,2,16.24,clear sky
718,Vasai,IN,19.47,72.8,82.49,84,96,18.77,overcast clouds
719,Barreirinha,BR,-2.7933,-57.07,72.32,81,79,2.15,broken clouds
720,Muscat,OM,23.6139,58.5922,91.42,52,4,7.2,clear sky
721,Maltahohe,NA,-24.8333,16.9833,79.11,12,0,14.56,clear sky
722,Jamame,SO,0.0722,42.7506,87.28,52,37,16.33,scattered clouds
723,Muromtsevo,RU,56.3724,75.2418,55.06,55,94,4.36,overcast clouds
724,Bandundu,CD,-3.3167,17.3667,89.17,48,96,4.5,overcast clouds
725,Uyuni,BO,-20.4597,-66.825,25.95,22,1,4.41,clear sky
726,Salamanca,ES,40.8333,-6.0,64.62,85,100,12.82,overcast clouds
727,Motril,ES,36.7507,-3.5179,77.27,61,100,6.17,overcast clouds
728,Macon,US,39.8667,-88.9668,54.88,100,0,0.0,clear sky
729,Mitsamiouli,KM,-11.3847,43.2844,78.08,66,52,4.65,broken clouds
730,Melito Di Porto Salvo,IT,37.9222,15.7714,85.53,51,0,4.61,clear sky
